#GENE	STR-M-CRE1
Extl2	3088
Extl3	4473
Eya1	291
Eya2	87
Eya3	869
Eya4	68
Ezh1	1109
Ezh2	254
Ezr	2180
F10	0
F11	0
F11r	448
F12	10
F13a1	110
F13b	0
F2	5
F2r	256
F2rl1	13
F2rl2	0
F2rl3	8
F3	1084
F420014N23Rik	5
F5	187
F530104D19Rik	0
F630028O10Rik	1
F630040K05Rik	17
F630042J09Rik	8
F630206G17Rik	0
F7	0
F730016J06Rik	15
F730035M05Rik	1
F730035P03Rik	0
F730043M19Rik	426
F730048M01Rik	0
F730311O21Rik	0
F8	95
F830002E08Rik	0
F830016B08Rik	3
F830045P16Rik	0
F830112A20Rik	0
F830115B05Rik	0
F830208F22Rik	0
F830210D05Rik	0
F830212C03Rik	0
F8a	361
F9	5
F930017D23Rik	0
Fa2h	2268
Faah	1052
Faap100	440
Faap20	511
Faap24	147
Fabp1	0
Fabp12	0
Fabp2	0
Fabp3	706
Fabp3-ps1	5
Fabp4	4
Fabp5	3585
Fabp5l2	0
Fabp6	2
Fabp7	2644
Fabp9	0
Fadd	91
Faddos	5
Fads1	8472
Fads2	9709
Fads2b	1
Fads3	504
Fads6	730
Faf1	927
Faf2	1618
Fah	255
Fahd1	392
Fahd2a	340
Faim	380
Faim2	6584
Faiml	0
Fam102a	2911
Fam102b	4951
Fam104a	650
Fam107a	14397
Fam107b	1024
Fam110a	174
Fam110b	1548
Fam110c	0
Fam111a	92
Fam114a1	185
Fam114a2	1073
Fam117a	131
Fam117b	2662
Fam118a	572
Fam118b	481
Fam120a	6066
Fam120b	1897
Fam120c	1995
Fam122a	212
Fam122b	260
Fam122c	0
Fam124a	827
Fam124b	6
Fam126a	1360
Fam126b	3972
Fam129a	157
Fam129b	697
Fam129c	37
Fam131a	4615
Fam131b	5677
Fam131c	97
Fam133b	945
Fam135a	916
Fam135b	1588
Fam136a	798
Fam136b-ps	0
Fam13a	330
Fam13b	1697
Fam13c	1879
Fam149a	580
Fam149b	728
Fam151a	15
Fam151b	131
Fam155a	1554
Fam160a1	57
Fam160a2	2378
Fam160b1	920
Fam160b2	1436
Fam161a	42
Fam161b	303
Fam162a	694
Fam162b	0
Fam163a	425
Fam163b	3639
Fam166a	0
Fam166b	6
Fam166c	1
Fam167a	171
Fam167b	6
Fam168a	12529
Fam168b	11278
Fam169a	1701
Fam169b	28
Fam170a	0
Fam170b	0
Fam171a1	3058
Fam171a2	1557
Fam171b	11762
Fam172a	1694
Fam173a	701
Fam174a	1428
Fam174b	890
Fam174c	35
Fam177a	0
Fam177a2	0
Fam178b	13
Fam180a	65
Fam181a	55
Fam181b	508
Fam183b	41
Fam184a	654
Fam184b	462
Fam185a	340
Fam186a	0
Fam186b	30
Fam187a	0
Fam187b	0
Fam189a1	1442
Fam189a2	402
Fam189b	1073
Fam192a	1366
Fam193a	1167
Fam193b	634
Fam199x	371
Fam204a	615
Fam205a1	1
Fam205a2	0
Fam205a3	0
Fam205a4	0
Fam205c	0
Fam207a	979
Fam209	0
Fam20a	494
Fam20b	2833
Fam20c	1426
Fam210a	1465
Fam210b	1814
Fam214a	1551
Fam214b	611
Fam216a	1238
Fam216b	10
Fam217a	30
Fam217b	1881
Fam219a	5094
Fam219aos	0
Fam219b	632
Fam220-ps	0
Fam220a	863
Fam221a	20
Fam221b	42
Fam222a	517
Fam222b	835
Fam227a	113
Fam227b	15
Fam228a	6
Fam228b	105
Fam229a	5
Fam229b	285
Fam234a	572
Fam234b	5948
Fam240a	0
Fam240b	0
Fam241a	306
Fam241b	560
Fam243	0
Fam24a	0
Fam24b	1
Fam25c	0
Fam32a	2399
Fam3a	394
Fam3b	0
Fam3c	2864
Fam43a	530
Fam43b	529
Fam45a	915
Fam47c	0
Fam47e	10
Fam49a	9069
Fam49b	7045
Fam50a	472
Fam50b	0
Fam53a	516
Fam53b	725
Fam53c	1977
Fam57a	776
Fam57b	1455
Fam71a	0
Fam71b	0
Fam71d	1
Fam71e1	101
Fam71e2	0
Fam71f1	0
Fam71f2	4
Fam72a	25
Fam76a	1398
Fam76b	514
Fam78a	134
Fam78b	1251
Fam81a	4739
Fam81b	0
Fam83a	0
Fam83b	0
Fam83c	0
Fam83d	75
Fam83e	0
Fam83f	10
Fam83g	0
Fam83h	47
Fam89a	14
Fam89b	0
Fam8a1	3754
Fam90a1a	0
Fam90a1b	16
Fam91a1	2964
Fam92a	1139
Fam92b	4
Fam98a	1346
Fam98b	1733
Fam98c	719
Fan1	242
Fanca	17
Fancb	154
Fancc	160
Fancd2	65
Fancd2os	0
Fance	318
Fancf	56
Fancg	157
Fanci	13
Fancl	179
Fancm	314
Fank1	51
Fap	20
Far1	3550
Far1os	0
Far2	803
Far2os1	0
Far2os2	0
Farp1	1627
Farp2	256
Fars2	576
Farsa	623
Farsb	1596
Fas	27
Fasl	0
Fasn	9733
Fastk	1530
Fastkd1	537
Fastkd2	441
Fastkd3	257
Fastkd5	137
Fat1	2023
Fat2	24
Fat3	3941
Fat4	431
Fate1	0
Fau	3707
Fau-ps1	0
Fau-ps2	0
Faxc	1468
Fbf1	1556
Fbh1	2573
Fbl	929
Fbl-ps2	13
Fblim1	186
Fbll1	1075
Fbln1	273
Fbln2	194
Fbln5	566
Fbln7	69
Fbn1	182
Fbn2	83
Fbp1	23
Fbp2	2
Fbrs	866
Fbrsl1	870
Fbxl12	133
Fbxl12os	80
Fbxl13	0
Fbxl14	794
Fbxl15	410
Fbxl16	28481
Fbxl17	1838
Fbxl18	1692
Fbxl19	2590
Fbxl2	843
Fbxl20	1746
Fbxl21	133
Fbxl22	28
Fbxl3	2223
Fbxl4	518
Fbxl5	2497
Fbxl6	343
Fbxl7	38
Fbxl8	20
Fbxo10	1203
Fbxo11	4676
Fbxo15	12
Fbxo16	244
Fbxo17	34
Fbxo2	1120
Fbxo21	4085
Fbxo22	982
Fbxo24	2
Fbxo25	1947
Fbxo27	119
Fbxo28	1309
Fbxo3	2948
Fbxo30	454
Fbxo31	2909
Fbxo32	1329
Fbxo33	1014
Fbxo34	1027
Fbxo36	104
Fbxo38	1215
Fbxo39	0
Fbxo4	130
Fbxo40	5
Fbxo41	4061
Fbxo42	1467
Fbxo43	0
Fbxo44	1771
Fbxo45	1923
Fbxo46	299
Fbxo47	1
Fbxo48	9
Fbxo5	45
Fbxo6	365
Fbxo7	749
Fbxo8	778
Fbxo9	2287
Fbxw10	6
Fbxw11	4580
Fbxw13	0
Fbxw14	0
Fbxw15	0
Fbxw16	0
Fbxw17	159
Fbxw18	0
Fbxw19	0
Fbxw2	2111
Fbxw20	0
Fbxw21	0
Fbxw22	0
Fbxw23	0
Fbxw24	0
Fbxw25	0
Fbxw26	0
Fbxw27	0
Fbxw28	0
Fbxw4	556
Fbxw5	2219
Fbxw7	4452
Fbxw8	1470
Fbxw9	335
Fcamr	0
Fcer1a	0
Fcer1g	278
Fcer2a	0
Fcf1	241
Fcgbp	6
Fcgr1	227
Fcgr2b	241
Fcgr3	543
Fcgr4	15
Fcgrt	596
Fcho1	1762
Fcho2	1232
Fchsd1	146
Fchsd2	2065
Fcmr	0
Fcna	12
Fcnaos	17
Fcnb	0
Fcor	211
Fcrl1	21
Fcrl5	0
Fcrl6	0
Fcrla	0
Fcrlb	8
Fcrls	1402
Fcsk	254
Fdft1	2143
Fdps	434
Fdx1	211
Fdx2	4
Fdxacb1	132
Fdxr	276
Fech	1655
Fem1a	2276
Fem1al	15
Fem1b	6774
Fem1c	1466
Fen1	299
Fendrr	3
Fer	558
Fer1l4	0
Fer1l5	7
Fer1l6	1
Ferd3l	0
Fermt1	0
Fermt2	2812
Fermt3	121
Fes	106
Fetub	0
Fev	0
Fez1	8179
Fez2	950
Fezf1	0
Fezf2	53
Ffar1	0
Ffar2	3
Ffar3	43
Ffar4	0
Fga	0
Fgb	0
Fgd1	665
Fgd2	224
Fgd3	375
Fgd4	1045
Fgd5	205
Fgd6	579
Fgf1	2430
Fgf10	198
Fgf11	1095
Fgf12	4959
Fgf13	4317
Fgf14	1886
Fgf15	0
Fgf16	74
Fgf17	4
Fgf18	29
Fgf2	274
Fgf20	9
Fgf21	0
Fgf22	10
Fgf23	4
Fgf2os	0
Fgf3	127
Fgf4	1
Fgf5	12
Fgf6	0
Fgf7	17
Fgf8	0
Fgf9	628
Fgfbp1	84
Fgfbp3	186
Fgfr1	1622
Fgfr1op	417
Fgfr1op2	2169
Fgfr2	1566
Fgfr3	3218
Fgfr3-ps	0
Fgfr4	4
Fgfrl1	509
Fgg	0
Fggy	223
Fgl1	29
Fgl2	195
Fgr	8
Fh1	2281
Fhad1	45
Fhad1os1	0
Fhad1os2	0
Fhdc1	92
Fhit	129
Fhitos	0
Fhl1	2125
Fhl2	431
Fhl3	128
Fhl4	35
Fhl5	6
Fhod1	105
Fhod3	635
Fibcd1	664
Fibin	135
Fibp	677
Ficd	324
Fig4	1193
Figla	0
Fign	266
Fignl1	57
Fignl2	65
Filip1	2115
Filip1l	177
Fip1l1	2431
Firre	228
Fis1	3134
Fitm1	0
Fitm2	902
Fiz1	678
Fjx1	1875
Fkbp10	288
Fkbp11	23
Fkbp14	286
Fkbp15	1530
Fkbp1a	19099
Fkbp1a-ps1	6
Fkbp1a-ps2	0
Fkbp1a-ps3	0
Fkbp1b	380
Fkbp2	1923
Fkbp3	3314
Fkbp4	3022
Fkbp5	1674
Fkbp6	0
Fkbp7	75
Fkbp8	7904
Fkbp9	1759
Fkbpl	225
Fkrp	1053
Fktn	2498
Flacc1	0
Flad1	650
Flcn	1162
Flg	0
Flg2	0
Fli1	254
Flicr	11
Flii	1004
Flna	1672
Flnb	676
Flnc	40
Flot1	1426
Flot2	2194
Flrt1	688
Flrt2	2372
Flrt3	1664
Flt1	1819
Flt3	57
Flt3l	9
Flt4	122
Flvcr1	335
Flvcr2	117
Flywch1	4410
Flywch2	366
Fmc1	441
Fmn1	110
Fmn2	2283
Fmnl1	2172
Fmnl2	2316
Fmnl3	420
Fmo1	514
Fmo2	12
Fmo3	0
Fmo4	1
Fmo5	100
Fmo6	0
Fmo9	0
Fmod	564
Fmr1	2233
Fmr1nb	2
Fn1	3081
Fn3k	517
Fn3krp	978
Fnbp1	2567
Fnbp1l	4376
Fnbp4	725
Fnd3c2	0
Fndc1	213
Fndc10	511
Fndc11	0
Fndc3a	1930
Fndc3b	1150
Fndc3c1	0
Fndc4	1476
Fndc5	2932
Fndc7	9
Fndc8	0
Fndc9	557
Fnip1	2112
Fnip2	662
Fnta	1635
Fntb	1010
Focad	1161
Folh1	237
Folr1	104
Folr2	35
Fopnl	1570
Fos	798
Fosb	443
Fosl1	5
Fosl2	1798
Foxa1	0
Foxa2	0
Foxa3	3
Foxb1	19
Foxb2	0
Foxc1	176
Foxc2	24
Foxd1	38
Foxd2	8
Foxd2os	0
Foxd3	0
Foxd4	0
Foxe1	0
Foxe3	0
Foxf1	54
Foxf2	184
Foxg1	3100
Foxh1	0
Foxi1	0
Foxi2	0
Foxi3	0
Foxj1	274
Foxj2	1013
Foxj3	2171
Foxk1	1529
Foxk2	4336
Foxl1	0
Foxl2	32
Foxl2os	10
Foxm1	101
Foxn1	0
Foxn2	809
Foxn3	2010
Foxn4	0
Foxo1	3025
Foxo3	3235
Foxo4	966
Foxo6	380
Foxo6os	8
Foxp1	8508
Foxp2	2686
Foxp3	4
Foxp4	659
Foxq1	62
Foxr1	0
Foxr2	9
Foxred1	855
Foxred2	395
Foxs1	26
Fpgs	97
Fpgt	952
Fpr-rs3	0
Fpr-rs4	0
Fpr-rs5	0
Fpr-rs6	0
Fpr-rs7	0
Fpr1	0
Fpr2	0
Fpr3	0
Fra10ac1	354
Fras1	1592
Frat1	277
Frat2	237
Frem1	70
Frem2	328
Frem3	73
Frg1	686
Frg2f1	193
Frg2f4	0
Frk	28
Frmd3	283
Frmd4a	2893
Frmd4b	936
Frmd5	737
Frmd6	409
Frmd7	20
Frmd8	1062
Frmd8os	2
Frmpd1	424
Frmpd1os	6
Frmpd2	42
Frmpd3	797
Frmpd4	2245
Frrs1	84
Frrs1l	7229
Frs2	1590
Frs3	468
Frs3os	0
Fry	4823
Fryl	1820
Frzb	423
Fsbp	88
Fscb	0
Fscn1	7962
Fscn2	4
Fscn3	0
Fsd1	778
Fsd1l	883
Fsd2	10
Fshb	0
Fshr	0
Fsip1	3
Fsip2	0
Fsip2l	0
Fst	69
Fstl1	2228
Fstl3	17
Fstl4	536
Fstl5	1480
Ftcd	3
Ftdc1	0
Ftdc2	0
Fth-ps2	0
Fth-ps3	0
Fth1	28502
Fthl17-ps1	0
Fthl17-ps2	0
Fthl17-ps3	0
Fthl17a	1
Fthl17b	0
Fthl17c	0
Fthl17d	0
Fthl17e	0
Fthl17f	0
Ftl1	6138
Ftl1-ps1	13
Ftl1-ps2	2
Ftl2-ps	2
Ftmt	0
Fto	5001
Ftsj1	648
Ftsj3	974
Ftx	179
Fubp1	2179
Fubp3	1020
Fuca1	960
Fuca2	1541
Fundc1	1476
Fundc2	2213
Fuom	734
Furin	813
Fus	9313
Fut1	0
Fut10	314
Fut11	903
Fut2	4
Fut4	25
Fut4-ps1	0
Fut7	0
Fut8	2492
Fut9	4942
Fuz	387
Fv1	126
Fxn	114
Fxr1	2077
Fxr2	2306
Fxyd1	618
Fxyd2	158
Fxyd3	19
Fxyd4	0
Fxyd5	127
Fxyd6	3367
Fxyd7	1557
Fyb	200
Fyb2	19
Fyco1	1141
Fyn	6604
Fyttd1	3669
Fzd1	378
Fzd10	166
Fzd10os	52
Fzd2	494
Fzd3	5708
Fzd4	648
Fzd5	143
Fzd6	467
Fzd7	244
Fzd8	158
Fzd9	106
Fzr1	1320
G0s2	119
G2e3	468
G3bp1	2677
G3bp2	10340
G430049J08Rik	0
G430095P16Rik	0
G530011O06Rik	28
G530012D18Rik	0
G630016G05Rik	34
G630018N14Rik	7
G630022F23Rik	44
G630030J09Rik	4
G630055G22Rik	0
G630064G18Rik	0
G630093K05Rik	7
G6pc	3
G6pc2	0
G6pc3	792
G6pd2	0
G6pdx	1090
G730003C15Rik	25
G730013B05Rik	6
G930009F23Rik	2
G930045G22Rik	0
Gaa	7630
Gab1	1334
Gab2	802
Gab3	43
Gabarap	4843
Gabarapl1	22083
Gabarapl2	2782
Gabbr1	28337
Gabbr2	5013
Gabpa	1042
Gabpb1	363
Gabpb2	403
Gabra1	7307
Gabra2	2409
Gabra3	2481
Gabra4	6566
Gabra5	1816
Gabra6	0
Gabrb1	4141
Gabrb2	3198
Gabrb3	10827
Gabrd	2550
Gabre	25
Gabrg1	1731
Gabrg2	5123
Gabrg3	2509
Gabrp	0
Gabrq	103
Gabrr1	7
Gabrr2	1
Gabrr3	0
Gad1	15304
Gad1-ps	2
Gad1os	15
Gad2	19168
Gadd45a	100
Gadd45b	322
Gadd45g	331
Gadd45gip1	564
Gadl1	16
Gak	2647
Gal	5
Gal3st1	675
Gal3st2	0
Gal3st2b	0
Gal3st2c	0
Gal3st3	1176
Gal3st4	0
Galc	786
Gale	164
Galk1	240
Galk2	619
Galm	64
Galns	172
Galnt1	2167
Galnt10	712
Galnt11	1101
Galnt12	36
Galnt13	2997
Galnt14	498
Galnt15	123
Galnt16	3409
Galnt17	1311
Galnt18	1167
Galnt2	21
Galnt2l	0
Galnt3	21
Galnt4	250
Galnt5	4
Galnt6	362
Galnt6os	0
Galnt7	325
Galnt9	562
Galntl5	0
Galntl6	1376
Galp	0
Galr1	82
Galr2	0
Galr3	8
Galt	842
Gamt	620
Gan	934
Ganab	4096
Ganc	249
Gap43	10856
Gapdh	23645
Gapdh-ps14	5
Gapdh-ps15	0
Gapdh-ps16	2
Gapdhs	0
Gapt	0
Gapvd1	2907
Gar1	568
Garem1	1104
Garem2	539
Garnl3	1556
Gars	3114
Gart	864
Gas1	254
Gas2	186
Gas2l1	1127
Gas2l2	0
Gas2l3	52
Gas5	2314
Gas6	1919
Gas7	18900
Gas8	371
Gask1a	187
Gask1b	309
Gast	22
Gata1	0
Gata2	82
Gata3	0
Gata4	0
Gata5	0
Gata5os	0
Gata6	7
Gata6os	0
Gatad1	2516
Gatad2a	753
Gatad2b	3989
Gatb	498
Gatc	839
Gatd1	713
Gatd3a	1937
Gatm	2466
Gba	848
Gba2	1789
Gbe1	439
Gbf1	2674
Gbgt1	10
Gbp10	0
Gbp11	7
Gbp2	93
Gbp2-ps	0
Gbp2b	0
Gbp3	327
Gbp4	52
Gbp5	74
Gbp6	18
Gbp7	277
Gbp8	4
Gbp9	139
Gbx1	144
Gbx2	32
Gc	5
Gca	309
Gcat	136
Gcc1	742
Gcc2	2944
Gcdh	695
Gcfc2	130
Gcg	0
Gcgr	0
Gch1	52
Gchfr	2
Gck	6
Gckr	0
Gclc	1559
Gclm	2014
Gcm1	0
Gcm2	0
Gcn1	1717
Gcnt1	122
Gcnt2	1580
Gcnt3	0
Gcnt4	215
Gcnt7	0
Gcsam	2
Gcsh	1399
Gda	13738
Gdap1	3902
Gdap1l1	1522
Gdap2	891
Gde1	5969
Gdf1	0
Gdf10	287
Gdf11	1160
Gdf15	1
Gdf2	0
Gdf3	0
Gdf5	1
Gdf6	1
Gdf7	9
Gdf9	14
Gdi1	16326
Gdi2	8124
Gdnf	119
Gdpd1	1942
Gdpd2	197
Gdpd3	11
Gdpd4	2
Gdpd5	1219
Gdpgp1	213
Gem	102
Gemin2	182
Gemin4	7
Gemin5	744
Gemin6	108
Gemin6-ps	0
Gemin7	454
Gemin8	172
Gen1	48
Get1	2039
Get4	866
Gfap	6197
Gfer	274
Gfi1	0
Gfi1b	0
Gfm1	1435
Gfm2	492
Gfod1	2330
Gfod2	586
Gfpt1	3129
Gfpt2	207
Gfra1	3106
Gfra2	516
Gfra3	4
Gfra4	928
Gfral	0
Gfy	0
Gga1	1341
Gga2	714
Gga3	1285
Ggact	374
Ggct	527
Ggcx	305
Ggh	526
Ggn	23
Ggnbp1	32
Ggnbp2	2119
Ggps1	2061
Ggt1	38
Ggt5	55
Ggt6	0
Ggt7	1845
Ggta1	142
Gh	0
Ghdc	195
Ghitm	14308
Ghr	351
Ghrh	8
Ghrhr	0
Ghrl	0
Ghsr	0
Gid4	2908
Gid8	1446
Gigyf1	856
Gigyf2	2394
Gimap1	37
Gimap1os	0
Gimap3	0
Gimap4	5
Gimap5	23
Gimap6	129
Gimap7	0
Gimap8	37
Gimap9	9
Gimd1	0
Gin1	162
Ginm1	349
Gins1	25
Gins2	41
Gins3	58
Gins4	368
Gip	0
Gipc1	1749
Gipc2	93
Gipc3	4
Gipr	27
Git1	4958
Git2	899
Gja1	12081
Gja10	0
Gja3	1
Gja4	82
Gja5	80
Gja6	4
Gja8	0
Gjb1	507
Gjb2	326
Gjb3	1
Gjb4	0
Gjb5	1
Gjb6	1421
Gjc1	168
Gjc2	1261
Gjc3	2015
Gjd2	555
Gjd3	3
Gjd4	3
Gje1	0
Gk	914
Gk2	0
Gk5	94
Gkap1	258
Gkn1	0
Gkn2	0
Gkn3	59
Gla	367
Glb1	556
Glb1l	189
Glb1l2	24
Glb1l3	0
Glcci1	28
Glce	1988
Gldc	913
Gldn	44
Gldnos	0
Gle1	1571
Glg1	7636
Gli1	17
Gli2	113
Gli3	570
Glipr1	20
Glipr1l1	0
Glipr1l2	0
Glipr1l3	0
Glipr2	146
Glis1	1
Glis2	333
Glis3	150
Glmn	358
Glmp	1085
Glns-ps1	35
Glo1	2366
Glo1-ps	16
Glod4	1794
Glod5	3
Glp1r	114
Glp2r	4
Glra1	2
Glra2	1266
Glra3	463
Glra4	0
Glrb	6522
Glrp1	6
Glrx	510
Glrx2	1763
Glrx3	1710
Glrx5	992
Gls	6742
Gls2	250
Glt1d1	1131
Glt28d2	9
Glt6d1	0
Glt8d1	478
Glt8d2	46
Gltp	2755
Gltpd2	0
Glud-ps	12
Glud1	10273
Glul	56477
Glyat	0
Glyatl3	0
Glycam1	4
Glyctk	282
Glyr1	5544
Gm10000	0
Gm10010	164
Gm10013	0
Gm10015	0
Gm10024	0
Gm10025	0
Gm10029	0
Gm10030	2
Gm10032	0
Gm10033	251
Gm10036	9
Gm10037	57
Gm10038	0
Gm10039	48
Gm10040	1
Gm10042	0
Gm10043	2
Gm10044	1
Gm10045	0
Gm10046	0
Gm10048	0
Gm10051	30
Gm10052	34
Gm10053	17
Gm10054	2
Gm10058	0
Gm10059	2
Gm10060	44
Gm10061	0
Gm10062	4
Gm10064	0
Gm10067	0
Gm10069	11
Gm10073	79
Gm10074	0
Gm10075	0
Gm10076	84
Gm10080	12
Gm10086	29
Gm10087	0
Gm10088	0
Gm10092	0
Gm10095	93
Gm10096	0
Gm10097	6
Gm10100	0
Gm10101	9
Gm10105	0
Gm10108	1
Gm10109	10
Gm10110	2
Gm10112	0
Gm10113	0
Gm10115	0
Gm10118	165
Gm10120	16
Gm10123	35
Gm10125	213
Gm10126	1
Gm10128	0
Gm10129	0
Gm10130	63
Gm10131	21
Gm10132	2
Gm10134	50
Gm10135	0
Gm10136	4
Gm10138	30
Gm10139	0
Gm10142	0
Gm10143	0
Gm10145	8
Gm10146	8
Gm10147	0
Gm10152	0
Gm10153	0
Gm10154	0
Gm10155	3
Gm10156	4
Gm10157	3
Gm10160	0
Gm10161	0
Gm10163	0
Gm10165	3
Gm10167	21
Gm10171	0
Gm10172	0
Gm10175	19
Gm10176	0
Gm10177	64
Gm10179	1
Gm10180	21
Gm10181	0
Gm10182	0
Gm10184	1
Gm10188	0
Gm10190	0
Gm10193	0
Gm10197	5
Gm10198	0
Gm10203	0
Gm10205	0
Gm10209	8
Gm10212	0
Gm10217	0
Gm10220	0
Gm10221	234
Gm10222	78
Gm10224	4
Gm10226	32
Gm10228	0
Gm10229	0
Gm10230	0
Gm10231	5
Gm10232	24
Gm10233	0
Gm10234	0
Gm10237	5
Gm10238	0
Gm10240	7
Gm10241	3
Gm10242	1
Gm10243	0
Gm10244	12
Gm10247	0
Gm10248	5
Gm10250	52
Gm10251	0
Gm10252	1
Gm10253	0
Gm10254	8
Gm10256	0
Gm10257	2
Gm10258	0
Gm10259	1
Gm10263	0
Gm10264	0
Gm10267	0
Gm10268	0
Gm10269	20
Gm10271	0
Gm10272	0
Gm10273	1
Gm10275	64
Gm10277	0
Gm10280	0
Gm10282	11
Gm10283	0
Gm10284	5
Gm10286	0
Gm10287	0
Gm10288	108
Gm10290	1
Gm10291	7
Gm10292	0
Gm10293	4
Gm10297	6
Gm10298	0
Gm10300	0
Gm10302	0
Gm10305	0
Gm10308	7
Gm10309	5
Gm10310	0
Gm10312	0
Gm10313	2
Gm10318	0
Gm10319	0
Gm10320	1
Gm10322	0
Gm10323	0
Gm10324	0
Gm10327	8
Gm10330	0
Gm10334	0
Gm10335	1
Gm10337	0
Gm10338	0
Gm10339	0
Gm10340	0
Gm10343	3
Gm10344	7
Gm10350	0
Gm10351	0
Gm10352	0
Gm10353	16
Gm10354	0
Gm10355	0
Gm10356	9
Gm10357	0
Gm10358	5
Gm10359	4
Gm10360	0
Gm10362	7
Gm10364	1
Gm10366	5
Gm10369	4
Gm10370	0
Gm10371	2
Gm10373	0
Gm10375	0
Gm10376	0
Gm10377	0
Gm10378	0
Gm10382	0
Gm10384	12
Gm10385	0
Gm10388	0
Gm10389	0
Gm10390	4
Gm10392	0
Gm10398	0
Gm10399	0
Gm10400	0
Gm10401	3
Gm10403	0
Gm10406	16
Gm10408	0
Gm10409	0
Gm10410	0
Gm10413	0
Gm10415	0
Gm10416	11
Gm10417	0
Gm10418	3
Gm10419	2150
Gm10420	1
Gm10421	117
Gm10424	0
Gm10425	0
Gm10428	0
Gm1043	366
Gm10432	68
Gm10433	4
Gm10434	3
Gm10435	5
Gm10436	0
Gm10439	0
Gm10440	2
Gm10441	0
Gm10443	60
Gm10444	0
Gm10445	0
Gm10447	0
Gm10451	2
Gm10457	0
Gm10459	0
Gm10461	61
Gm10463	0
Gm10465	0
Gm10466	0
Gm10471	0
Gm10472	4
Gm10475	8
Gm10477	0
Gm10478	11
Gm10479	0
Gm10481	5
Gm10482	4
Gm10484	0
Gm10486	0
Gm10487	0
Gm10488	0
Gm10490	3
Gm10491	0
Gm10493	16
Gm10499	0
Gm10501	85
Gm10503	0
Gm10505	1
Gm10509	34
Gm10512	0
Gm10513	0
Gm10516	141
Gm10517	3
Gm10518	0
Gm10521	0
Gm10522	0
Gm10524	86
Gm10530	3
Gm10531	0
Gm10532	6
Gm10535	0
Gm10537	0
Gm10538	0
Gm10540	0
Gm10542	0
Gm10544	1
Gm10545	13
Gm10548	28
Gm10549	0
Gm10550	0
Gm10552	0
Gm10553	0
Gm10555	0
Gm10556	0
Gm10557	43
Gm10558	0
Gm10561	190
Gm10563	0
Gm10564	7
Gm10566	1
Gm10568	0
Gm10570	12
Gm10571	5
Gm10575	25
Gm10576	0
Gm10577	0
Gm10578	0
Gm10580	0
Gm10581	0
Gm10582	0
Gm10583	0
Gm10584	0
Gm10591	0
Gm10593	0
Gm10599	0
Gm10600	0
Gm10601	0
Gm10602	65
Gm10603	0
Gm10605	143
Gm10608	14
Gm10610	0
Gm10612	0
Gm10614	0
Gm10616	11
Gm10617	2
Gm10619	0
Gm10620	0
Gm10623	0
Gm10629	37
Gm10631	0
Gm10634	0
Gm10635	0
Gm10636	0
Gm10637	0
Gm10638	35
Gm10639	0
Gm10640	6
Gm10642	13
Gm10643	112
Gm10644	4
Gm10645	10
Gm10646	0
Gm10647	0
Gm10648	0
Gm10649	41
Gm10650	0
Gm10651	4
Gm10652	0
Gm10653	1
Gm10654	6
Gm10655	0
Gm10657	7
Gm10658	29
Gm10660	0
Gm10662	0
Gm10663	0
Gm10665	0
Gm10668	0
Gm10670	0
Gm10676	4
Gm10680	0
Gm10681	0
Gm10683	0
Gm10684	2
Gm10685	0
Gm10686	2
Gm10687	123
Gm10688	0
Gm10689	0
Gm10693	0
Gm10698	48
Gm10699	380
Gm1070	0
Gm10701	0
Gm10702	51
Gm10705	68
Gm10706	15
Gm10709	5
Gm10710	120
Gm10714	0
Gm10715	0
Gm10717	0
Gm10718	0
Gm10719	0
Gm10720	0
Gm10721	0
Gm10722	0
Gm10723	0
Gm10727	2
Gm10728	0
Gm10729	0
Gm10730	0
Gm10731	0
Gm10732	0
Gm10734	0
Gm10735	4
Gm10736	62
Gm10739	0
Gm10741	0
Gm10743	0
Gm10744	0
Gm10745	0
Gm10747	0
Gm10748	0
Gm10750	0
Gm10752	0
Gm10754	354
Gm10762	148
Gm10764	0
Gm10766	0
Gm10767	16
Gm10769	0
Gm10770	0
Gm10772	0
Gm10773	0
Gm10774	0
Gm10775	8
Gm10778	22
Gm10779	0
Gm10780	0
Gm10782	0
Gm10784	0
Gm10785	1
Gm10787	0
Gm10790	64
Gm10791	0
Gm10794	0
Gm10797	0
Gm10799	0
Gm10800	0
Gm10801	0
Gm10802	0
Gm10804	0
Gm10805	11
Gm10807	0
Gm10811	0
Gm10812	0
Gm10813	0
Gm10814	2
Gm10817	21
Gm10819	10
Gm10823	0
Gm10824	0
Gm10825	5
Gm10826	0
Gm10827	12
Gm10829	0
Gm10830	0
Gm10832	0
Gm10837	0
Gm10840	0
Gm10845	0
Gm10847	0
Gm10848	1
Gm10849	2
Gm10851	0
Gm10855	0
Gm10856	19
Gm10857	0
Gm10860	0
Gm10862	0
Gm10863	26
Gm10865	0
Gm10873	0
Gm10874	0
Gm10876	0
Gm10912	9
Gm10913	0
Gm10916	0
Gm10923	2
Gm10925	221
Gm10926	0
Gm10933	0
Gm10936	0
Gm10941	13
Gm10944	0
Gm10945	0
Gm10959	0
Gm10961	0
Gm10964	0
Gm10972	0
Gm10974	0
Gm10985	0
Gm10988	4
Gm10997	5
Gm10999	0
Gm11007	0
Gm11008	0
Gm11009	0
Gm11011	0
Gm11020	0
